0	-271.2360646839029	-901.1207628466346
1	-953.4010369016399	947.9379928990966
2	878.4290122800269	-826.8613318320663
3	-117.98814907521239	196.36706489003882
4	-383.3187232941309	-561.66845345305
5	262.31313530247644	-560.8124470299938
6	340.8090384953166	-171.2308398851403
7	115.92200688804655	56.68234301179973
8	657.7453181811102	-980.1856696029627
9	54.144394888268835	-763.0621442696847
10	88.06757433357461	-221.59290110340635
11	-127.64467362930861	-327.014896825419
12	-110.19143374979399	-679.7180957774605
13	-399.9957600692934	18.265616300115312
14	-88.98758804152737	-524.5442091534073
15	167.09599511498322	245.89060491524424
16	976.0227640350238	-931.471611297395
17	-904.6369799052021	909.7483553356624
18	-583.5868555933928	993.6190309125386
19	-21.833325879055906	581.6640233602395
20	-271.2360646839029	-896.1207628466346
21	-271.2360646839029	-906.1207628466346
22	-276.2360646839029	-901.1207628466346
23	-266.2360646839029	-901.1207628466346
24	-272.7538351509193	-898.8017655329395
25	-269.22424279223054	-898.3584828065887
26	-275.516520364532	-902.3878580807583
27	-270.5081643251634	-905.9611648588592
28	-271.3386945598388	-902.520020499545
29	-271.69396850845675	-900.1719116339483
30	-273.9231340740985	-902.2530430211569
31	-268.7099346627543	-899.1953221267681
32	-272.4454480283296	-896.5193493333883
33	-266.74294273352774	-903.1419737944043
34	-274.46082040744	-900.7609838631178
35	-269.7336661423179	-899.1375634272423
36	-272.24192524200356	-897.1714540131688
37	-271.90914412242324	-898.0252136782411
38	-272.472098871089	-901.9459448747593
39	-271.2362746330944	-903.7056931619522
40	-269.0166218733716	-901.9148280262855
41	-275.866450478564	-900.7337671278389
42	-272.76723553905146	-898.374090551601
43	-272.1226968150812	-900.0233111385686
44	-270.44214711989923	-901.3540858810871
45	-275.06211067503705	-902.5196883503044
46	-271.3793370266395	-905.3330928088043
47	-267.25176915842195	-902.8192825444964
48	-268.7913562179038	-897.539781136732
49	-268.1078634198402	-901.0559296709189
50	-275.77644609562407	-901.9081621980084
51	-269.0486838336122	-903.6538531437944
52	-269.6903166452512	-898.8705581979988
53	-269.95189029127596	-905.2753687575093
54	-271.49861586630374	-899.1216806380802
55	-272.5745650931781	-897.8356766407014
56	-272.7801960778256	-898.9069520612461
57	-271.658193896468	-900.7809122456943
58	-269.93080925484486	-898.0155925463542
59	-270.9523667266922	-896.9593476850312
60	-267.6459804984638	-898.0160055318693
61	-269.9007589915874	-901.3452255744779
62	-269.71964196518024	-901.8673135723523
63	-273.245914551311	-901.923858172599
64	-273.09193524280175	-903.2227818693215
65	-272.4936922944222	-897.0056267628153
66	-276.1095020923521	-901.5175786797158
67	-271.2054718640062	-904.2041535797713
68	-270.6458107749056	-903.8567240172988
69	-268.0752745021107	-899.9613402904497
70	-273.7061609293839	-903.7742406331681
71	-270.30042337111666	-900.9352459455927
72	-266.85149014028957	-900.1318467556289
73	-271.1557529616126	-904.6565552671757
74	-274.17492054528736	-900.1957186419932
75	-268.4774880986154	-897.3469945353132
76	-274.9947113369409	-900.7857141786033
77	-270.84830259117837	-900.1063045390587
78	-273.00070977414066	-900.9072786455893
79	-271.939236669619	-903.4150924512339
80	-269.8922415168609	-899.3838917122406
81	-268.57650980954713	-897.6594451145661
82	-270.24344601017714	-897.080865627752
